No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
2280,"Selamat ulang tahun ya, Mas orang asing yang baru kukenal hari ini.",0,0,0,0,1,0,0,0
1576,Semangat Ujian Echa! Semoga diberi kelancaran dan nilai yang bagus. Dom depok,0,1,0,0,0,0,0,0
1156,Semoga tahun ini diberikan sabar dan ikhlas yang lebih dr tahun lalu.,0,1,0,0,1,0,0,0
2794,"Happy new year , untuk kali ini saya tidak ada yang khusus diucapkan kepada seseorang.",0,0,0,0,1,0,0,0
1372,semoga 2020 jadi tahun yang membahagiakan dan lebih baik dari tahun sebelumnya aamiin,0,1,0,0,1,0,0,0
3574,"cinta yang berliku. tebing rindu berbatu-batu. kau titik lelahku. perhentianku, kau pulangku!",0,0,0,0,1,0,0,1
1177,Aamiin makasih yaa semoga tahun ini menjadi tahun yang berkah juga!!,0,1,0,0,0,0,0,0
2047,Bagi yang daerahnya banjir semoga stay safe dan cepet surut. Amin,0,1,0,0,0,0,0,1
516,Buat teman-teman yang di Jakarta dan sekitarnya. Semoga banjir cepat surut ya. Stay safe,0,1,0,0,0,0,0,0
391,"Happy birthdayyy kakkk semoga panjang umur,sehat selalu,dan menjadi pribadi yang lebih baik",0,0,0,0,1,0,0,0
629,"Bagi Bapak/Ibu yang rumahnya terkena banjir, semoga banjirnya segera surut. Aamiin.",0,0,0,0,0,0,0,1
2976,"Eunji mah sama victon udah kaya ibunya. ya tuhan sumpah itu yang bikin rumor bikin ketawa :"")",0,0,0,0,1,0,0,0
2614,Eeh selamat ulang tahun mutualanku @RizalBarokah_ . Doa nya yang baikbaik pastinya! Kamu tinggal mengAamiini,0,1,0,0,1,0,0,0
2716,"Selamat pagi, yang bukan twit pertama tahun ini, semoga menjadi inspirasi untuk twit selanjutnya.",0,0,0,0,1,0,0,0
3628,"Ya Allah, semoga para korban yang terkena dampak banjir dimanapun berada selamat dan berhasil dievakuasi.",0,1,0,1,0,0,0,0
2468,"Yakin dan percayalah, rencana Allah adalah yang terbaik.",0,0,0,0,0,0,0,1
2796,"Dimana mana cowok yang jagain, tau. Masa aku yang jagain. Ogah aaahh",0,0,1,0,0,0,0,0
3729,"Masya Allah. Baru aja mulai 2020, udah ketinggalan kereta aja  semoga menjadi pengingat yang baik.",0,1,0,0,0,0,0,0
2367,Ikut prihatin dengan warga yang terdampak Banjir. Semoga cepat surut.,0,0,0,0,0,1,0,0
1761,"Semoga, segera terlealisasi dan dapat yang terbaik. Amiiin. Mangat masssss :D",0,1,0,0,1,0,0,0
1720,Pokoknya mau kamu sama siapa pun nong yang penting kamu bahagyaa. Jgn khawatir aku akan terus ngebadutt,0,0,0,0,1,0,0,0
3345,"hshshsjsjs aku ngerasa blm jadi mutual yang baik tapi makasi han, Happy New Year",0,0,0,0,1,0,0,1
854,Nyet apaan tuh yang barusan gue baca  eww pathetic :(,0,0,1,0,0,0,0,0
4146,"God please safe org2 baik di luar sana yang gak punya tempat tinggal tetap, ameen",0,1,0,0,0,0,0,0
1391,Semoga di tahun 2020 yang baik menetap dan yang buruk lenyap.,0,1,0,0,0,0,0,1
3556,"Terimakasih sudah menjadi pribadi yang seperti saat ini, ayo semakin baik lagi bareng-bareng!",0,0,0,0,1,0,0,0
1341,Suara mesin yang bikin nostalgia dengan beliau.. Selamat tahun baru.,0,0,0,0,1,0,0,0
2484,"Semoga yang terkena musibah banjir dimudahkan dan cepat surut, stay safe ",0,1,0,0,0,0,0,0
447,"Waah mereka emang asli goals friends bgt laah, bisa nih di ship sama orang2 yang suka hal2 beginian.",0,0,0,0,1,0,0,0
2461,"Semoga di 2020 bisa dapet kerja yang kunanti"" dari tahun kemarin .",0,1,0,0,0,0,0,0
3883,"Hbd Adel, i wish you all the best. Semoga yang tersemogakan disemogakan di tahun ini ya",0,1,0,0,1,0,0,0
1463,Twit gue yang diretwit banya orang kemana anjir :(,0,0,0,0,0,0,1,0
1947,"Iya selalu salah, orang kalau udah benci apa aja yang dilakuin selalu salah dimatanya hhe",0,0,1,0,0,0,0,0
2423,"Rebahan, sinyal lancar itu adalah sebuah anugerah terindah yang pernah kumiliki",0,0,0,0,1,0,0,0
2268,"Fuck you kochengg yang ee di kamar mandi, bau bener bgstt",1,0,0,0,0,0,0,0
3723,delete2in foto tapir dari photos. semoga tahun ini lupa dan ada yang baru ya,0,1,0,0,0,0,0,0
1551,"Yang banjir jakarta, yang hanyut perasaanku kekamu:(",0,0,0,0,0,1,0,0
2990,sumpah kok bisa bisanya sih yang nge bash cewe secakep tzuyu????!!!?,0,0,0,0,0,0,1,0
3926,"uhan, dalam tidurku malam ini, aku mohon Engkau siapkan rezeki surprise yang bagus untukku esok hari. Aamiin",0,1,0,0,0,0,0,0
392,"Ya Allah, berikan hamba jalan kebaikan. jangan kau hadapkan hamba pada jalan yang penuh kesesatan",0,1,0,0,0,0,0,1
1845,"Baguslah, tapi kalau mau ke sini jalan aja, aku udah capek ngejar yang lari-lari",1,0,0,0,0,0,0,0
494,"Semoga menang buat dapetin yang B, biar g kalah keren sm hapenya kakak ^^ #HadiahTahunBaruShopee",0,1,0,0,0,0,0,0
3278,"Satu paket skincare yang dia pakek,oh iya make over se paket juga gpp :) makasih lo",0,0,0,0,1,0,0,0
1666,Wish for 2020 hanya pengen bahagia tanpa perlu kawatir sama sesuatu yang g penting,0,1,0,0,1,0,0,0
3340,Semoga bisa sukses (semua hal) dan segala keinginan yang diinginkan terwujud di tahun 2020,0,1,0,0,0,0,0,0
2854,gue pengen banget nangis di depan lo ! biar lo tuh tau rasa sakit yang gue alami :'(,0,0,0,0,0,1,0,0
443,Tahun baru hujan yang besarr semogaa saluran air kitaa selalu dalam kondisi baik:),0,1,0,0,0,0,0,0
3827,"Yaallah , semoga ditahun 2020 aku bisa menggapai semua hal"" yang ingin aku gapai . Amin",0,1,0,0,0,0,0,0
3927,"Tahun baru, harapan baru, semangat pake yang lama aja soalnya tahun lalu yang berat aja mampu dilewati.",0,1,0,0,0,0,0,0
258,"Sayangnya hanya tahun saja yang berganti, hanya ingatanku tentangmu yang tak pernah berganti.",0,0,0,0,0,1,0,1
1467,"Terima kasih 2019, banyak kehilangan yang membuat ku belajar tentang artinya mengikhlaskan",0,0,0,0,1,0,0,0
2015,"Amin, makasih yer. Doain aja semoga ada yang mau ya wkwkwk",0,1,0,0,1,0,0,0
1825,"Freak bgt ga si, u benci sama orang yang ganggu hidup u aja enggak",1,0,1,0,0,0,0,0
1836,"Happy new year semuaa,-semoga yang blm terkabulkan di taun kemren terkabul di tahun ini ya-,",0,1,0,0,1,0,0,0
3906,harapan pertama di tahun 2020 : semoga diterima di peminatan yang ku pengen. Amin.,0,1,0,0,0,0,0,0
4195,Bismillah ditahun 2020 semoga hal buruk yang terjadi di tahun 2019 tidak akan terjadi di tahun 2020,0,1,0,0,0,0,0,0
1393,Di awal tahun yang di iringi rasa rindu:'),0,0,0,0,0,1,0,0
4067,"Bismillah, semoga di tahun 2020 ini semua harapan dan cita-cita terwujud.. dan menjadi pribadi yang lebih baik, Aamiin ",0,1,0,0,0,0,0,0
2519,Faiqah suatu hari nanti akan paham dan tau siapa sebenarnya yang benar2 sayang dan mencintainya dengan tulus.,0,0,0,0,0,0,0,1
3506,"di awal tahun 2020 udah ditimpa dengan banjir. semoga yang kehilangan keluarga diberi ketabahan, aamiin.",0,1,0,0,0,1,0,0
415,Terimakasih untuk apapun yang terjadi di 2019. Dan semoga  dipermudah segala sesuatunya di 2020,0,0,0,0,1,0,0,0
806,Kok ada ya cowok yang gak bisa bertanggung jawab?,0,0,1,0,0,0,0,0
3494,"hppy new year 2020, segala tentang cancer di 2020 yang baik2 semoga bener terjadi.",0,1,0,0,0,0,0,0
3731,Terima kasih kepada hamba hamba Allah yang tahu aku tengah lapar and then hulur makanan,0,0,0,0,1,0,0,0
473,2020 semoga menjadi pribadi lebih baik dan banyak hal baik yang bisa dilakukan #HappyNewYear,0,1,0,0,1,0,0,0
1080,Semoga tahun yang baru ini (2020) bisa berubah lebih baik lagi,0,1,0,0,0,0,0,0
3751,Min aku bakal seneng banget loh min kalo jadi followingmu yang ke 444:((,0,0,0,0,1,0,0,0
1199,"Percaya. Jika kita ikhlas, pasti Tuhan kan memberikan balasan yang lebih baik",0,0,0,0,0,0,0,1
3797,daritadi di tl yang rumahnya banjir tinggi rata rata dari bekasi ya ampun :(,0,0,0,0,0,1,0,0
1998,"Kamu udah ada yang jaga ya mbak , huhuhu sediihh :'((",0,0,0,0,0,1,0,0
1121,"Memang semua tak lagi sama, tapi percayalah, ini yang terbaik.",0,0,0,0,0,0,0,1
2113,@purplense teman q yang uwu ini ulang tahun semoga 2020mu menyenangkan,0,0,0,0,1,0,0,0
1854,"Kalian yang terkena banjir, semoga lekas surut. Barang yang hilang dikarenakan banjir, semoga akan terganti ",0,1,0,0,0,0,0,0
980,Huhu turut sedih sih Semoga bisa diselametin yang basah basah,0,0,0,0,0,1,0,0
2710,"Jangan salahin 1-2 orang, jelas ini salah kita semua. Stay safe yang terkena banjir",1,0,0,0,0,0,0,0
1574,Terimakasih om dan tante yang bersedia rumahnya direcokin sama kita huhu :'),0,0,0,0,1,0,0,0
1999,Saya menghargai semua kerja keras yang telah saya lakukan. Well done! And thank you Allah (\＾︶＾/),0,0,0,0,1,0,0,0
1206,"Aku mencintaimu dengan terlalu, seperti hujan bulan Juni yang menghantam bumi karena rindu",0,0,0,0,1,0,0,1
410,Duh kasihan. Semoga cepet ada yang bantu ya pin. Gue cuma bisa bantu doa aja nih.,0,0,0,0,0,1,0,0
1696,Semangat terus teman teman yang lagi berjuang menghadapi banjir!,0,1,0,0,1,0,0,0
828,"“Kamu bukanlah yang pertama untukku, tapi kamu akan menjadi yang terakhir untukku.”",0,0,0,0,1,0,0,1
3271,"Uish Mr. Bawang Besar, 2020 kena doa yang baik-baik & tanya yang baik-baik je. haha",0,0,0,0,1,0,0,0
389,kata pacar gw cuma gw yg cakep di dunia ini yang lain average and below,0,0,0,0,1,0,0,0
2734,"Terimakasih kembali dari abang yang paling ganteng ini, happy new year joy adeknya abang",0,0,0,0,1,0,0,0
3766,"Innalillahi wainnailaihi rojiun, turut berduka cita, semoga keluarga yang ditinggalkan diberi ketabahan dan kesabaran.",0,0,0,0,0,1,0,0
3124,Lebih tolol mana sama yang bela cabut amdal demi investasi? Jiwasraya dirampok tp dibela? Mantap,0,0,1,0,0,0,0,0
2940,Aku juga bucin Linyi gara gara dramanya sih yang put your head on my shoulders,0,0,0,0,1,0,0,0
2625,Happy new year. Semoga diri sentiasa happy dengan orang2 yang tersayang #lifeisbeautiful #butyoudonthaveaclue,0,0,0,0,1,0,0,0
3724,"Terimakasih 2019, banyak hal yang tak terduga dan bikin aku jauh lebih dewasa.",0,0,0,0,1,0,0,0
1234,Sehat sehat temen temen yang kebanjiran. Selamatin diri sendiri,0,1,0,0,0,0,0,1
398,Kenapa kalo ada yang lepas hijab reaksi orang-orang heboh banget dah padahal ga murtad juga,1,0,0,0,0,0,0,0
3667,"Semoga yang terbaik di tahun ini, selamat pagi Jogja, jangan lupa berdo'a yang terbaik #2020NewYear",0,1,0,0,0,0,0,0
2548,"terus malah ada yang sengaja ke situ buat nontonin, kan kocak????? bikin macet bodoh",1,0,0,0,0,0,0,0
2207,"Aku akan berikan yang terbaik untuk kamu, aku janji.",0,1,0,0,0,0,0,0
3932,"Jam kosong itu menyenangkan, tapi kadang dikasih tugas segunung yang langsung dikumpulin. Menyebalken!.",0,0,1,0,0,0,0,0
1884,"apa kabar kamu yang disana? Aku harap baik2 saja, tetap jaga hatimu untuku ya :-)",0,0,0,0,1,0,0,1
900,"happy birthday bio, semoga terwujud segala yang disemogakan di tahun ini ",0,1,0,0,0,0,0,0
409,Semoga semua harapan yang belum tercapai di tahun 2019 akan segera tercapai di tahun 2020 #Welcome2020,0,1,0,0,0,0,0,0
3542,"Tidak ada, seenthink. Ekounku saspeng tiga, dan akun benshonk lamaku diambil yang punya, sosad.",0,0,0,0,0,1,0,0
944,Goodluck acap. Semoga bahagia hahaha jaga kesihatan yang paling penting.,0,1,0,0,0,0,0,1
235,Hati-hati yang awal tahun sudah terkena banjir air mata dan kenangan indah bersama mantan.,0,0,0,0,0,1,0,0
3896,"Baru tahun baru 2020 , udah banyak yang drama pagi tadi . Macet lah , banjir , terutama sakit ",0,0,1,0,0,0,0,0
658,"aamiin, semoga kita jadi pribadi yang lebih baik lagi",0,1,0,0,0,0,0,1
4139,"Selamat tahun baru 2020, selamat mencoba lagi sesuatu yang pernah gagal kemarin dan selamat mencoba hal yang baru!",0,1,0,0,1,0,0,0
469,"Alhamdulillah dibalik yang indah-indah, tetep banyak juga yg sendu-sendu. Yaa gitu, namanya juga hidup.",0,0,0,0,1,0,0,1
1554,":"""""""" sedih kalo liat ada yang hujad",0,0,0,0,0,1,0,0
305,"Awal tahun baru masehi yang sejuk, semoga tahun ini selalu sejuk dalam berbagai hal. Lanjutkan! Hujannya..",0,1,0,0,1,0,0,0
4103,Aneh rasanya melihat jutaan org² bodoh merayakan 1menit di tengah malam dan membuat harapan yang tidak dapat mengubah apapun..,0,0,1,0,0,0,0,0
2014,"Semoga yang terkena banjir segera surut, Allah lindungi mereka semua.",0,1,0,0,0,0,0,1
1779,"Aku bisa jelaskan, ini tidak seperti yang kamu pikirkan... tunggu aku dirumah, aku pulang sekarang.",0,0,0,1,0,0,0,0
588,ih senengnya ada yang ngerespon aku bosen banget kak gak ada temen ngobrol :(,0,0,0,0,1,0,0,0
3892,"Di 2020 ini, semoga apapun yang kita inginkan dan kita capai, semoga bisa kita dapatkan dan terwujud amin",0,1,0,0,0,0,0,0
1414,Assalamualaikum 2020 yang diawali dengan derasnya hujan di pagi hati:),0,0,0,0,1,0,0,0
4161,"Tetap semangat kawan"" yang di Jabodetabek yang merasakan dampak banjir, keep safety. #banjir2020",0,1,0,0,0,0,0,0
924,selamat pagi tahun yang baru. pagiku yang pagi.,0,0,0,0,1,0,0,0
2797,Tahun Baru yang spesial hanya RASA BERSYUKUR pada Tuhan. Sisanya hanya Bonus! #happynewYear2020,0,0,0,0,1,0,0,1
660,"Ya Tuhan, semoga dia menjadi yang terbaik dalam hidupku.",0,1,0,0,0,0,0,1
4129,"perjalanan yang tak gampang kita tempuh,smga jdi berkat nnti.:))",0,1,0,0,0,0,0,0
2278,"Semangat hari pertama dibulan yang baru, tahun yang baru ",0,0,0,0,1,0,0,0
748,Awal tahun di buka dengan mencium aroma petrichor yang aku suka,0,0,0,0,1,0,0,0
1003,Semoga bisa dan siap mempertanggung jawabkan atas semua yang pernah dilakukan,0,0,0,0,0,0,0,1
3638,"Ketika hamba Allah Swt dalam satu waktu saja tidak Sholat, maka hamba tersebut dikatakan hamba yang sombong.",0,0,1,0,0,0,0,0
1366,Stay safe teman-temanku yang rumahnya kebanjiran. Apakah kalian aman?,0,1,0,0,0,0,0,1
3682,2020 --> semoga ditahun ini diberi rasa syukur yang luar biasa hingga lupa rasanya berkeluh kesah,0,1,0,0,0,0,0,0
3544,"Wish me luck  mau teen age green ver, semoga 2020 menjadi tahun yang lebih baik untuk kita semua ",0,1,0,0,0,0,0,0
78,"TAHUN BARU 2020, disambut BANJIR ibu kota. cerita LAMA yang sudah SEMBUH tapi DIULANG kembali oleh GUBERNUR seiman",1,0,0,0,0,0,0,0
2477,"selamat tahun baru kak f, semoga 2020 jadi tahun yang baik buat kk yaa",0,1,0,0,1,0,0,0
81,"Banyak sih yang sayang sama seseorang tapi nggak berani buat ngungkapin, takut cintanya tak terbalas. :')",0,0,0,0,0,1,0,0
2420,Semoga tahun ini sesuatu yang spesial mendatangimu :( Happy New Year Nakko!,0,1,0,0,0,0,0,0
40,"Kan katanya semua baka indah pada waktunya,terus gue kapan dong dapet yang katanya indah pada waktunya? Hahahahahahahaahhahhahahhaahahahahahahahahahahahahahaahahahahahaahahahahahhaha",0,0,0,0,0,1,0,0
1419,"Ya allah, terimakasih masih memberikan waktu kepadaku untuk bersama orang-orang yang aku sayangi~",0,0,0,0,1,0,0,1
375,Tahun 2019.. Banyak hal yang terjadi ditahun itu. Terima kasih sdh menjadi bagian dlm hidupku.,0,0,0,0,1,0,0,0
3779,"terimakasih 2019, tahun terberat yang pernah gua alami tapi alhamdulillah bisa melewati keadaan itu semua",0,0,0,0,1,0,0,0
673,HAPPY NEW YEAR EVERYONE!! ada siapa2 yang dah terbang? saya belum,0,0,0,0,1,0,0,0
977,"2019 banyak moment yang paling manis, semanis senyum kamu",0,0,0,0,1,0,0,1
124,Apa kamu masih ingat sama apa yang pernah kamu ucap? lupa ya? hmm yaudahlah,0,0,0,0,0,1,0,0
2039,Semoga th 2020 th yang terbaik buatku amiin #rebahanpertamadi2020,0,1,0,0,1,0,0,0
552,"ya Allah sedih sekali liat rumah org2 yang kena banjir. Semoga airnya cepet surut ya, aamiin",0,0,0,0,0,1,0,0
2811,umur panjang itu sekali-kali tidak akan menjauhkannya daripada siksa. Allah Maha Mengetahui apa yang mereka,0,0,0,0,0,0,0,1
1993,"Be safe everyone yang kena banjir, mudah2 an hujan cpet berhenti ya",0,1,0,0,0,0,0,1
3897,"1 tahun kedepan semoga jadi pribadi yang baik, lebih dekat dengan tuhan, dan membanggakan orang tua",0,1,0,0,0,0,0,0
449,"Tuhan, rahmatilah aku dengan kesehatan, ketenangan pikiran, kelembutan hati dan rezeki yang penuh berkah. Aamiin",0,0,0,0,0,0,0,1
827,Selamat Tahun Baru 2020. Untuk Indonesia yang lebih Damai Sejahtera!,0,0,0,0,1,0,0,0
3052,"Kalo gitu semoga guppy nya tenang di tempat yang baru mbak :""))",0,0,0,0,0,1,0,0
807,hati hati ya temen temenku di jakarta dan sekitarnya yang terkena banjir,0,0,0,1,0,0,0,1
2462,Selamat tahun baru! Semoga 2020 membawa yang bahagia2 ya~,0,1,0,0,1,0,0,0
2810,"Thank You God, Karna udah ngasih cuaca berasa dipuncak untuk aku yang Tahun Baruan di rumah :)",0,0,0,0,1,0,0,0
2134,"Aamiin, terima kasih. Semoga yang terbaik untukmu juga",0,0,0,0,1,0,0,0
3502,"Semangat tahun baru bang arie, terimakasi yang telah menginisiasi promote akun, memperkuat barisan nkri dan pancasilais, salam",0,1,0,0,1,0,0,0
938,Semoga menjadi pribadi yang lebih positif. Mampu berdamai dengan hati!,0,1,0,0,0,0,0,0
3015,"Lelaki terindah di mata wanita bukanlah yang paling tampan raut wajahnya, melainkan yang paling menawan keimanan dan budi pekertinya",0,0,0,0,0,0,0,1
4150,yang daerah nya kebanjiran semoga stay safety huhu ngeri bgt ada yang sampe naik genteng biar gak kelelep,0,1,0,0,0,0,0,0
2209,Kaget banget sumpah itu new year couple yang dirilis dispatch beneran ??? Aku gk nyangka woy,0,0,0,0,0,0,1,0
3210,"Udah seperti ini baru bicara Pak, lihat proyek yang berjalan ada AMDAL nya?",0,0,1,0,0,0,0,0
2030,Terima kasih mba rahma yang cangtip..semoga 2020 semua lebih baik..amminn,0,1,0,0,1,0,0,0
1540,Semoga bisa menjadi manusia yang lebih berguna Aamiin y Allah,0,0,0,0,0,0,0,1
64,diberkatilah orang yang bisa tidur lebih dari 12 jam. kau mati atau apa hehhhh,0,0,1,0,0,0,0,0
3445,"Saat jarak memisahkan, satu yang perlu kau percayai dariku, kan ku jaga cinta ini hanya untukmu",0,0,0,0,1,0,0,1
2220,"Harapan terbesar 2020 semoga bisa lebih baik dari tahun2 yg sudah dilewati , dan dilimpahkan rezeki serta kebahagiaan yang berlimpah",0,1,0,0,0,0,0,0
3813,"Sekamat hari pertama 2020, Elyse. Semoga menjadi awal yang baik untukmu dan penulismu.",0,1,0,0,0,0,0,0
109,Wah w aja yang nge chat juga bosen kalo tiap hari awkwkwkwkwkwk kok u bisa gak bosen,0,0,0,0,0,0,1,0
3753,"wahh semoga ya tercapai cita citanya kuliah yang kamu pengenin, aku gajadinyesatin deh ndukung aja hehe",0,1,0,0,0,0,0,0
817,"Stay safe buat temen2 yang kebanjiran semoga lekas surut yaa :"")",0,1,0,0,0,0,0,1
105,"Dulu, kalo ketemu sama orang yang disuka, gabisa ngomong, cuma bisa senyum sambil malu-malu gitu. Hehe",0,0,0,1,1,0,0,0
459,"Duh semoga yang terdampak banjir terutama para orang tua, dan anak anak, selalu dilindungi",0,0,0,0,0,1,0,1
2721,Happy New Year guys! Benda yang sentiasa terbang dari dulu sampai 2020 ialah wang kita...bukan awang,0,0,0,0,1,0,0,0
1981,2019 adalah tahun yang apaan. 2020 semoga lebih baik fufufufu,0,1,0,0,0,0,0,0
1052,Semoga cita2 tahun 2019 yang belum terealisasi bisa ter realisasi di tahun 2020.,0,1,0,0,0,0,0,1
2640,"Seneng rumah ga kebanjiran, sedih soalnya banyak banget tempat yang kebanjiran di jakarta :(",0,0,0,0,0,1,0,0
3842,"Tahun udah beda, tapi rasa sedih masih sama. Semoga di hari berikutnya menemukan kebahagiaan diri yang sesungguhnya.",0,1,0,0,0,1,0,0
3253,"sudah 3 tahun belakangan ini tahun baru selalu ditemani dengan satu orang yang sama, bersyukur.",0,0,0,0,1,0,0,1
3403,Makasih juga buat nana yang nyemangatin dan perhatian ama aku 24/7 selalu peka sama aku  luvyea!!!,0,0,0,0,1,0,0,1
4197,Halo Sansaaa! Happy new year! Semoga tahun 2020 ini menjadi tahun yang baik untuk Sansa,0,1,0,0,1,0,0,0
860,"Makasih wanita yang aku harapkan nanti nya bersamaku selamanya, insya Allah ",0,0,0,0,1,0,0,1
1081,Happy new year mas kesayangan sejuta umat yang mau ngopi gak jadi-jadi!,0,0,0,0,1,0,0,0
282,mohon selalu sehatkanlah Ibu dan Ayahku. Jadikanlah aku anak yang memapankan masa tua mereka,0,1,0,0,0,0,0,1
772,2020 ternyata aku udah nemuin siapa yang pantas untuk dipertahankan hehe,0,0,0,0,1,0,0,1
10,Sudahlah apalagi yang kamu harus perjuangkan?toh tidak ada yang mencintai mu rry :),0,0,1,0,0,1,0,0
3776,"Doaku hari ini: Tuhan, ijinkan aku menjadi pribadi yang berguna bagi diri sendiri, pun orang lain.",0,1,0,0,0,0,0,0
3677,sedih disaat yang bersamaan. Mempertanyakan kenapa aku masih hidup saat mukaku demikian jelek.,0,0,0,0,0,1,0,0
255,"Terutama tolong dan terimakasih, masih banyak banget orang yang berat tulang untuk ngomong itu doang",0,0,1,0,0,0,0,0
4068,Mengawali 2020 dengan membaca berita banjir di jakarta. Stay save buat temen temen yang di jakarta,0,1,0,1,0,0,0,0
3174,Aku kalo inget ini sumpah ngakak bgt. The only one agency yang alesannya begini YG doang,0,0,1,0,1,0,0,0
936,Semoga di daerah yang terkena banjir tetap bersabar ini sebuah cobaan,0,1,0,0,0,0,0,1
1912,Belum cukupkah teguran dan ujian yang Alloh berikan kepada kita selama ini???,1,0,1,0,0,0,0,0
2180,Amiiiinnn amiiiinn! Selamat tahun baru eonnie♡ doa yang sama untuk eonnie,0,0,0,0,1,0,0,0
768,"ati ati ya semua yang pada kena banjir, semoga cepet surut",0,0,0,1,0,0,0,1
3275,"Terimakasih 2019. Atas bahagia, luka dan hal apapun yang membuat aku menjadi pribadi yang lebih berfikir.",0,0,0,0,1,0,0,0
1872,semoga tahun ini bisa dapet kerja yang baik dan tahun depan apa yang ditargetin gak meleset,0,1,0,0,1,0,0,0
1483,"Awal 2020 yang bahagiaaa, semoga orang yang disekitar Ayu juga bahagia terus",0,1,0,0,1,0,0,0
4152,2020 diawali dengan ditelponin keluarga yang nanyain kena banjir apa ngga. Alhamdulillah keluarga emang tempat pulang terbaik selain Allah,0,1,0,0,1,0,0,0
504,Seriusan. Kosan gue biasanya gapernah banjir tapi ini anak anak kosan yang lain pada hebohh,0,0,0,0,0,0,1,0
2109,2020 semoga temen-temenku ga ada lagi yang boong bilang otw padahal masih rebahan,1,0,0,0,0,0,0,0
882,Pagi 2020 semoga menejadi awal yang baik untuk seterusnya .. amin,0,1,0,0,0,0,0,1
3727,Semoga di 2019 orang2 yang di sekeliling gua sehat selalu dan panjang umur . Aamiin,0,1,0,0,0,0,0,0
2987,"Mereka yang sering teriak ""Kita Pancasila & Kita Indonesia"" pada kemana nggak ada nampak batang hidungnya..?",0,0,1,0,0,0,0,0
955,Capek hati dan pikiran ya punya anggota keluarga yang bebal bgt,1,0,1,0,0,0,0,0
